symbol,kind,parent_class,header,signature,line,prod_usage_count,prod_reachable,churn_12m,workflows_direct,header_basename_collision,name_uniqueness,match_confidence
~Expr,p,o2::math_utils::detail::Expr,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(),417,0,true,0,0,false,unique,high
~FileFetcher,p,o2::utils::FileFetcher,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileFetcher.h,(),58,0,true,0,0,false,unique,high
~MatrixCache,p,o2::detectors::MatrixCache,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/DetMatrixCache.h,(),39,0,true,0,0,false,unique,high
~MatrixMulOpGPU,p,o2::math_utils::detail::MatrixMulOpGPU,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(),727,0,true,0,0,false,unique,high
~Rotation2D,p,o2::math_utils::Rotation2D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,(),72,0,true,0,0,false,unique,high
~SerializedInfo,f,o2::utils::RootSerializableKeyValueStore::SerializedInfo,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/RootSerializableKeyValueStore.h,(),65,0,true,0,0,false,unique,high
~ShmAllocator,p,o2::utils::ShmAllocator,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmAllocator.h,(),55,0,true,0,0,false,unique,high
~ShmManager,p,o2::utils::ShmManager,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmManager.h,(),110,0,true,0,0,false,unique,high
~Transform3D,p,o2::math_utils::Transform3D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,(),173,0,true,0,0,false,unique,high
~TransposeOpGPU,p,o2::math_utils::detail::TransposeOpGPU,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(),1462,0,true,0,0,false,unique,high
~TreeStream,p,o2::utils::TreeStream,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStream.h,(),125,0,true,0,0,false,unique,high
~TreeStreamRedirector,p,o2::utils::TreeStreamRedirector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStreamRedirector.h,(),45,0,true,0,0,false,unique,high
