symbol,kind,parent_class,header,signature,line,prod_usage_count,prod_reachable,churn_12m,workflows_direct,header_basename_collision,name_uniqueness,match_confidence
ANSHeader,s,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/ANSHeader.h,,27,16,true,0,0,true,unique,high
Assign,s,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,,579,10,true,0,1,false,unique,high
AssignSym,s,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,,650,0,true,0,0,false,unique,high
BareFormat,s,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/DataFormats.h,,21,0,true,0,0,false,unique,high
BinCenterView,f,o2::utils::BinCenterView,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,(AxisIterator iter),64,0,true,0,0,false,unique,high
BinLowerView,f,o2::utils::BinLowerView,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,(AxisIterator iter),126,0,true,0,0,false,unique,high
BinUpperView,f,o2::utils::BinUpperView,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,(AxisIterator iter),94,0,true,0,0,false,unique,high
Block,s,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,,152,3,true,0,2,false,unique,high
Bracket,p,o2::math_utils::detail::Bracket,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/Bracket.h,(),41,13,true,0,0,true,unique,high
BuildTree,p,o2::utils::TreeStream,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStream.h,(),128,0,true,0,0,false,unique,high
CTFDictHeader,s,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/CTFDictHeader.h,,29,57,true,0,0,true,unique,high
CTFHeader,s,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/CTFHeader.h,,27,85,true,0,0,true,unique,high
CTFIOSize,s,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/CTFIOSize.h,,22,141,true,0,0,true,unique,high
ChargeSumMode,s,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/DataFormats.h,,27,0,true,0,0,false,unique,high
Check,f,o2::math_utils::detail::Check,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(void *),40,129,true,0,7,false,unique,high
CheckIn,p,o2::utils::TreeStream,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStream.h,"(Char_t type,const void * pointer)",127,0,true,0,0,false,unique,high
CircleXY,p,o2::math_utils::detail::CircleXY,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/CircleXY.h,"(T r=T (),T x=T (),T y=T ())",37,15,true,0,0,true,unique,high
Close,f,o2::utils::TreeStream,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStream.h,(),126,-1,true,0,-1,false,ambiguous,ambiguous
Close,p,o2::utils::TreeStreamRedirector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStreamRedirector.h,(),46,-1,true,0,-1,false,ambiguous,ambiguous
ConfigurableParam,p,o2::conf::ConfigurableParam,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParam.h,(),277,296,true,0,233,true,unique,high
ConfigurableParamHelper,c,o2::conf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParamHelper.h,,77,93,true,0,0,true,unique,high
ConfigurableParamPromoter,c,o2::conf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParamHelper.h,,207,1,true,0,0,false,unique,high
DebugStreamer,p,o2::utils::DebugStreamer,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/DebugStreamer.h,(),84,16,true,0,0,true,unique,high
DetID,f,o2::detectors::DetID,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/DetID.h,(),123,740,true,0,253,true,unique,high
DetIDToHitTypes,s,o2::detectors,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/SimTraits.h,,181,0,true,0,0,false,unique,high
DetMatrixCache,p,o2::detectors::DetMatrixCache,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/DetMatrixCache.h,(),80,41,true,0,0,true,unique,high
DetMatrixCacheIndirect,p,o2::detectors::DetMatrixCacheIndirect,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/DetMatrixCache.h,(),136,1,true,0,0,false,unique,high
DetectorNameConf,c,o2::base,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/DetectorNameConf.h,,26,2,true,0,2,true,unique,high
DigiParams,s,o2::conf,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/DigiParams.h,,28,50,true,0,12,true,unique,high
DummyLogger,s,o2::gpu::detail,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonLogger.h,,23,0,true,0,0,false,unique,high
EncodedBlocks,c,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,,334,61,true,0,0,true,unique,high
Endl,p,o2::utils::TreeStream,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStream.h,(),131,0,true,0,0,false,unique,high
EnumFlags,p,o2::utils::EnumFlags,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/EnumFlags.h,(EnumFlags &&),385,2,true,0,0,true,unique,high
EnumLegalValues,s,o2::conf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParam.h,,90,0,true,0,0,false,unique,high
EnumRegistry,c,o2::conf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParam.h,,117,1,true,0,0,false,unique,high
Expr,f,o2::math_utils::detail::Expr,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(const ExprType & rhs),416,0,true,0,0,false,unique,high
ExternalEntropyCoder,p,o2::ctf::internal::ExternalEntropyCoder,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/internal/ExternalEntropyCoder.h,(const encoder_type & encoder),39,3,true,0,0,true,unique,high
FEEID,s,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/DataFormats.h,,107,14,true,0,0,false,unique,high
FIFO,c,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FIFO.h,,28,9,true,0,2,true,unique,high
FileFetcher,p,o2::utils::FileFetcher,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileFetcher.h,"(const std::string & input,const std::string & selRegex="""",const std::string & remRegex="""",const std::string & copyCmd="""",const std::string & copyDir=""/tmp"")",53,3,true,0,3,true,unique,high
FileMetaData,s,o2::dataformats,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/FileMetaData.h,,30,10,true,0,0,true,unique,high
FileRef,s,o2::utils::FileFetcher,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileFetcher.h,,34,0,true,0,0,false,unique,high
Fill,p,o2::utils::TreeStream,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStream.h,(),129,70,true,0,11,false,unique,high
FixLeafNameBug,p,o2::utils::TreeStreamRedirector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStreamRedirector.h,(TTree * tree),53,0,true,0,0,false,unique,high
FlagsHelper,s,o2::utils::details::enum_flags,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/EnumFlags.h,,59,0,true,0,0,false,unique,high
GPUCOMMON_INTERNAL_CAT,p,o2::gpu::internal,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonHelpers.h,"(GPUReconstruction,GPUCA_GPUTYPE,ChkErr)",45,0,true,0,0,false,unique,high
GPUCommonAlgorithm,c,o2::gpu,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonAlgorithm.h,,29,8,true,0,0,true,unique,high
GPUCommonMath,c,o2::gpu,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonMath.h,,48,85,true,0,0,true,unique,high
GPUPoint2D,p,o2::math_utils::detail::GPUPoint2D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/CartesianGPU.h,(),27,3,true,0,0,false,unique,high
GPUPoint3D,p,o2::math_utils::detail::GPUPoint3D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/CartesianGPU.h,(),40,3,true,0,0,false,unique,high
GPUReconstructionCPUChkErr,f,o2::gpu::internal,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonHelpers.h,"(const int64_t error,const char * file,int32_t line)",46,0,true,0,0,false,unique,high
GPUReconstructionChkErr,f,o2::gpu::internal,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonHelpers.h,"(const int64_t error,const char * file,int32_t line,bool failOnError)",53,0,true,0,0,false,unique,high
GPUdDefault,p,o2::detectors::DetID,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/DetID.h,(),121,55,true,0,0,false,unique,high
GetDirectory,f,o2::utils::TreeStreamRedirector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStreamRedirector.h,(),48,0,true,0,0,false,unique,high
GetFile,f,o2::utils::TreeStreamRedirector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStreamRedirector.h,(),47,0,true,0,0,false,unique,high
GetFromMacro,f,o2::conf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurationMacroHelper.h,"(const std::string & file,const std::string & funcname,const std::string & type,const std::string & unique)",30,2,true,0,0,false,unique,high
IRFrameSelector,c,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/IRFrameSelector.h,,24,8,true,0,3,true,unique,high
InplaceEntropyCoder,p,o2::ctf::internal::InplaceEntropyCoder,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/internal/InplaceEntropyCoder.h,(),55,4,true,0,0,true,unique,high
Instance,f,o2::conf::SimConfig,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,(),111,-1,true,0,-1,false,ambiguous,ambiguous
Instance,f,o2::conf::ConfigurableParamPromoter,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParamHelper.h,(),212,-1,true,0,-1,false,ambiguous,ambiguous
Instance,f,o2::utils::ShmManager,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmManager.h,(),61,-1,true,0,-1,false,ambiguous,ambiguous
InteractionDiamondParam,s,o2::eventgen,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/InteractionDiamondParam.h,,36,4,true,0,4,true,unique,high
IntervalXY,p,o2::math_utils::detail::IntervalXY,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/IntervalXY.h,"(T x=T (),T y=T (),T dx=T (),T dy=T ())",44,7,true,0,0,true,unique,high
Inverter,c,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,,759,0,true,0,0,false,unique,high
IsTrivialRootType,s,o2::utils::details,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStream.h,,47,0,true,0,0,false,unique,high
JITAndEvalFunction,f,o2::conf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurationMacroHelper.h,"(const std::string & functiondecl,const std::string & funcname,const std::string & type,const std::string & unique)",78,0,true,0,0,false,unique,high
LHCBunch2P2BC,f,o2::constants::lhc,/Users/miranov25/alicesw/O2/Common/Constants/include/CommonConstants/LHCConstants.h,"(int bunch,BeamDirection dir)",44,0,true,0,0,false,unique,high
LTMUnbinned,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/fit.h,"(const std::vector<T> & data,std::vector<size_t> & index,std::array<float,7> & params,float fracKeep)",570,0,true,0,0,false,unique,high
LTMUnbinnedSig,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/fit.h,"(const std::vector<T> & data,std::vector<size_t> & index,std::array<float,7> & params,float fracKeepMin,float sigTgt,bool sorted=false)",649,0,true,0,0,false,unique,high
LocalToMaster,f,o2::math_utils::Transform3D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,"(const Point3D<T> & loc,Point3D<T> & mst) const",225,2,true,0,0,false,unique,high
LocalToMasterVect,f,o2::math_utils::Transform3D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,"(const Point3D<T> & loc,Point3D<T> & mst) const",237,2,true,0,0,false,unique,high
MAD2Sigma,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/fit.h,"(int np,T * y)",774,0,true,0,0,false,unique,high
MUST_NOT_USE_Rtypes_h,s,,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonRtypes.h,,23,0,true,0,0,false,unique,high
MasterToLocal,f,o2::math_utils::Transform3D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,"(const Point3D<T> & mst,Point3D<T> & loc) const",231,1,true,0,0,false,unique,high
MasterToLocalVect,f,o2::math_utils::Transform3D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,"(const Point3D<T> & mst,Point3D<T> & loc) const",243,1,true,0,0,false,unique,high
MatRepStdGPU,p,o2::math_utils::detail::MatRepStdGPU,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(),362,3,true,0,0,false,unique,high
MatRepSymGPU,p,o2::math_utils::detail::MatRepSymGPU,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(),305,2,true,0,0,false,unique,high
MatrixCache,p,o2::detectors::MatrixCache,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/DetMatrixCache.h,(),38,0,true,0,0,false,unique,high
MatrixMulOpGPU,f,o2::math_utils::detail::MatrixMulOpGPU,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,"(const MatrixA & lhs,const MatrixB & rhs)",726,0,true,0,0,false,unique,high
MemFileHelper,s,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/MemFileHelper.h,,33,17,true,0,0,true,unique,high
Metadata,s,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/Metadata.h,,26,70,true,0,2,true,unique,high
MultPolicyGPU,s,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,,714,0,true,0,0,false,unique,high
NameConf,c,o2::base,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/NameConf.h,,27,68,true,0,38,true,unique,high
P2BC2LHCBunch,f,o2::constants::lhc,/Users/miranov25/alicesw/O2/Common/Constants/include/CommonConstants/LHCConstants.h,"(int bc,BeamDirection dir)",50,0,true,0,0,false,unique,high
Packer,p,o2::ctf::internal::Packer,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/internal/Packer.h,(),33,9,true,0,0,true,unique,high
ParamDataMember,s,o2::conf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParamHelper.h,,32,0,true,0,0,false,unique,high
ParameterDebugStreamer,s,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/DebugStreamer.h,,66,0,true,0,0,false,unique,high
ProjectBoostHistoX,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,"(const boost::histogram::histogram<axes...> & hist2d,const int binLow,const int binHigh)",567,0,true,0,0,false,unique,high
ProjectBoostHistoXFast,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,"(const boost::histogram::histogram<axes...> & hist2d,const int binLow,const int binHigh)",593,3,true,0,0,false,unique,high
RandomRing,p,o2::math_utils::RandomRing,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/RandomRing.h,(TF1 & function),61,20,true,0,0,true,unique,high
ReduceBoostHistoFastSlice,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,"(const boost::histogram::histogram<axes...> & hist2d,int binXLow,int binXHigh,int binYLow,int binYHigh,bool includeOverflowUnderflow)",621,0,true,0,0,false,unique,high
ReduceBoostHistoFastSlice1D,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,"(boost::histogram::histogram<axes...> & hist1d,int binXLow,int binXHigh,bool includeOverflowUnderflow)",665,1,true,0,0,false,unique,high
ReduceBoostHistoFastSliceByValue,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,"(boost::histogram::histogram<axes...> & hist2d,double xLow,double xHigh,double yLow,double yHigh,bool includeOverflowUnderflow)",706,0,true,0,0,false,unique,high
Registry,s,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,,122,0,true,0,0,false,unique,high
Reorder,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/fit.h,"(std::vector<T> & data,const std::vector<size_t> & index)",626,0,true,0,0,false,unique,high
RngHelper,c,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/RngHelper.h,,31,2,true,0,2,true,unique,high
RollingStats,p,o2::math_utils::RollingStats,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/fit.h,(),817,0,true,0,0,false,unique,high
RootSerializableKeyValueStore,p,o2::utils::RootSerializableKeyValueStore,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/RootSerializableKeyValueStore.h,(),101,5,true,0,0,true,unique,high
Rotation2D,p,o2::math_utils::Rotation2D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,(),69,2,true,0,0,false,unique,high
SMatrixGPU,p,o2::math_utils::detail::SMatrixGPU,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(SMatrixIdentity),450,3,true,0,0,true,unique,high
SMatrixIdentity,s,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,,405,0,true,0,0,false,unique,high
SMatrixNoInit,s,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,,407,0,true,0,0,false,unique,high
SMatrixRowGPU,f,o2::math_utils::detail::SMatrixGPU::SMatrixRowGPU,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,"(SMatrixGPU<T,D1,D2,R> & rhs,unsigned int i)",480,0,true,0,0,false,unique,high
SMatrixRowGPUconst,f,o2::math_utils::detail::SMatrixGPU::SMatrixRowGPUconst,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,"(const SMatrixGPU<T,D1,D2,R> & rhs,unsigned int i)",493,0,true,0,0,false,unique,high
SVectorGPU,p,o2::math_utils::detail::SVectorGPU,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(),66,2,true,0,0,false,unique,high
SampaCluster,p,o2::mch::raw::SampaCluster,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/SampaCluster.h,"(uint10_t sampaTime,uint20_t bunchCrossing,const std::vector<uint10_t> & samples)",57,4,true,0,1,true,unique,high
SampleMode,s,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/DataFormats.h,,31,0,true,0,0,false,unique,high
SerializedInfo,p,o2::utils::RootSerializableKeyValueStore::SerializedInfo,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/RootSerializableKeyValueStore.h,(),42,0,true,0,0,false,unique,high
SetDirectory,p,o2::utils::TreeStreamRedirector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStreamRedirector.h,(TDirectory * sfile),51,1,true,0,0,false,unique,high
SetFile,p,o2::utils::TreeStreamRedirector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStreamRedirector.h,(TFile * sfile),52,0,true,0,0,false,unique,high
ShmAllocator,p,o2::utils::ShmAllocator,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmAllocator.h,(),48,40,true,0,0,true,unique,high
ShmManager,p,o2::utils::ShmManager,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmManager.h,(),109,21,true,0,7,true,unique,high
ShmMetaInfo,s,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmManager.h,,45,0,true,0,0,false,unique,high
SimConfig,f,o2::conf::SimConfig,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,(),103,31,true,0,29,true,unique,high
SimConfigData,s,o2::conf,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,,51,0,true,0,0,false,unique,high
SimReconfigData,s,o2::conf,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,,203,1,true,0,1,false,unique,high
SimTraits,c,o2::detectors,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/SimTraits.h,,31,2,true,0,2,true,unique,high
Similarity,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,"(const SMatrix<T,D1,D2,R> & lhs,const SMatrix<T,D2,D2,MatRepSym<T,D2>> & rhs)",263,2,true,0,0,false,unique,high
SortData,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/fit.h,"(std::vector<T> const & values,std::vector<size_t> & index)",540,0,true,0,0,false,unique,high
Stack,s,,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonAlgorithm.h,,161,75,true,0,4,false,unique,high
StatAccumulator,s,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/StatAccumulator.h,,30,6,true,0,0,true,unique,high
StatisticsData,s,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/fit.h,,457,0,true,0,0,false,unique,high
TH1FFromBoost,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,"(BoostHist hist,const char * name=""hist"")",524,0,true,0,0,false,unique,high
TH2FFromBoost,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,"(BoostHist hist,const char * name=""hist"")",541,0,true,0,0,false,unique,high
ThrustVolatileAllocator,p,o2::gpu::ThrustVolatileAllocator,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonHelpers.h,(GPUReconstruction * r),77,2,true,0,0,false,unique,high
Transform3D,p,o2::math_utils::Transform3D,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,(),171,-1,true,0,-1,false,ambiguous,ambiguous
Transform3D,p,o2::gpu::Transform3D,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonTransform3D.h,(),25,-1,true,0,-1,false,ambiguous,ambiguous
TransformType,s,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Cartesian.h,,53,16,true,0,7,false,unique,high
TranspPolicyGPU,s,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,,1443,0,true,0,0,false,unique,high
TransposeOpGPU,f,o2::math_utils::detail::TransposeOpGPU,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,(const Matrix & rhs),1460,0,true,0,0,false,unique,high
TreeDataElement,s,o2::utils::TreeStream,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStream.h,,115,0,true,0,0,false,unique,high
TreeStream,p,o2::utils::TreeStream,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStream.h,(),124,5,true,0,0,true,unique,high
TreeStreamRedirector,p,o2::utils::TreeStreamRedirector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/TreeStreamRedirector.h,(const TreeStreamRedirector & tsr),56,25,true,0,2,true,unique,high
Tsallis,s,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Tsallis.h,,21,2,true,0,2,true,unique,high
ULHeaderWord,s,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/DataFormats.h,,77,0,true,0,0,false,unique,high
UserLogicFormat,s,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/DataFormats.h,,24,0,true,0,0,false,unique,high
VerbosityConfig,s,o2::conf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/VerbosityConfig.h,,26,3,true,0,0,true,unique,high
_ParamHelper,c,o2::conf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParamHelper.h,,44,0,true,0,0,false,unique,high
addInputFile,p,o2::utils::FileFetcher,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileFetcher.h,(const std::string & fname),86,6,true,0,1,false,unique,high
adjustFromCollContext,p,o2::conf::SimConfig,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,"(std::string const & collcontextfile,std::string const & prefix)",193,0,true,0,0,false,unique,high
adress,f,o2::utils::ShmAllocator,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmAllocator.h,(const_reference r) const,59,2,true,0,0,false,unique,medium
alignSize,f,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(size_t sizeBytes),89,7,true,0,0,false,unique,high
all_of,f,o2::utils::EnumFlags,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/EnumFlags.h,(Ts...flags) const,635,1,true,0,1,false,unique,high
allocate,f,o2::utils::ShmAllocator,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmAllocator.h,(size_type n),62,-1,true,0,-1,false,ambiguous,ambiguous
allocate,p,o2::gpu::ThrustVolatileAllocator,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonHelpers.h,(std::ptrdiff_t n),73,-1,true,0,-1,false,ambiguous,ambiguous
angle2Alpha,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(float phi),203,1,true,0,0,false,unique,high
